WIDTH : 50 HEIGHT : 50
X: 37 Y: 17 side : 1
X: 17 Y: 31 side : 1
X: 47 Y: 14 side : 1
X: 40 Y: 20 side : 1
X: 48 Y: 22 side : 0
X: 8 Y: 42 side : 1
X: 8 Y: 38 side : 1
X: 46 Y: 23 side : 0
X: 47 Y: 19 side : 0
X: 8 Y: 15 side : 0
X: 43 Y: 4 side : 1
X: 16 Y: 22 side : 0
X: 16 Y: 21 side : 0
X: 1 Y: 11 side : 1
X: 14 Y: 10 side : 1
X: 2 Y: 18 side : 1
X: 49 Y: 29 side : 0
X: 30 Y: 25 side : 1
X: 24 Y: 23 side : 0
X: 36 Y: 31 side : 1
X: 13 Y: 26 side : 1
X: 6 Y: 45 side : 1
X: 31 Y: 11 side : 1
X: 19 Y: 14 side : 0
X: 30 Y: 28 side : 0
X: 16 Y: 30 side : 1
X: 41 Y: 31 side : 0
X: 7 Y: 13 side : 1
X: 46 Y: 39 side : 0
X: 4 Y: 26 side : 1
X: 31 Y: 41 side : 0
X: 11 Y: 47 side : 1
X: 14 Y: 28 side : 0
X: 41 Y: 0 side : 0
X: 28 Y: 30 side : 0
X: 28 Y: 48 side : 0
X: 47 Y: 40 side : 1
X: 47 Y: 49 side : 0
X: 23 Y: 46 side : 1
X: 23 Y: 2 side : 1
X: 7 Y: 34 side : 0
X: 19 Y: 47 side : 0
X: 26 Y: 13 side : 0
X: 44 Y: 5 side : 0
X: 28 Y: 35 side : 1
X: 42 Y: 13 side : 1
X: 38 Y: 13 side : 1
X: 15 Y: 10 side : 1
X: 7 Y: 35 side : 1
X: 40 Y: 11 side : 1
X: 0 Y: 18 side : 1
X: 0 Y: 37 side : 0
X: 0 Y: 13 side : 0
X: 29 Y: 9 side : 1
X: 7 Y: 39 side : 0
X: 20 Y: 33 side : 1
X: 30 Y: 21 side : 0
X: 31 Y: 38 side : 1
X: 34 Y: 47 side : 0
X: 33 Y: 37 side : 1
X: 37 Y: 37 side : 1
X: 26 Y: 40 side : 0
X: 15 Y: 40 side : 1
X: 17 Y: 21 side : 0
X: 24 Y: 31 side : 1
X: 18 Y: 1 side : 0
X: 25 Y: 33 side : 1
X: 0 Y: 17 side : 1
X: 35 Y: 1 side : 0
X: 7 Y: 37 side : 0
X: 41 Y: 24 side : 1
X: 42 Y: 2 side : 1
X: 35 Y: 19 side : 0
X: 40 Y: 36 side : 1
X: 9 Y: 10 side : 0
X: 14 Y: 28 side : 0
X: 5 Y: 6 side : 1
X: 16 Y: 8 side : 0
X: 18 Y: 43 side : 0
X: 16 Y: 2 side : 1
X: 2 Y: 43 side : 1
X: 30 Y: 38 side : 1
X: 47 Y: 25 side : 1
X: 7 Y: 15 side : 1
X: 39 Y: 26 side : 0
X: 1 Y: 41 side : 0
X: 17 Y: 46 side : 0
X: 15 Y: 14 side : 0
X: 33 Y: 32 side : 1
X: 1 Y: 49 side : 0
X: 8 Y: 3 side : 1
X: 41 Y: 33 side : 1
X: 27 Y: 31 side : 0
X: 34 Y: 40 side : 0
X: 27 Y: 29 side : 0
X: 31 Y: 31 side : 1
X: 16 Y: 48 side : 1
X: 8 Y: 15 side : 0
X: 9 Y: 49 side : 0
X: 4 Y: 2 side : 1
X: 2 Y: 13 side : 1
X: 44 Y: 4 side : 0
X: 27 Y: 33 side : 1
X: 34 Y: 17 side : 0
X: 8 Y: 45 side : 1
X: 8 Y: 26 side : 0
X: 0 Y: 44 side : 1
X: 41 Y: 5 side : 0
X: 45 Y: 14 side : 1
X: 34 Y: 20 side : 0
X: 19 Y: 23 side : 1
X: 10 Y: 19 side : 1
X: 37 Y: 46 side : 1
X: 44 Y: 30 side : 0
X: 42 Y: 40 side : 1
X: 22 Y: 49 side : 0
X: 34 Y: 49 side : 0
X: 47 Y: 42 side : 1
X: 28 Y: 38 side : 1
X: 7 Y: 22 side : 0
X: 41 Y: 43 side : 1
X: 38 Y: 6 side : 0
X: 42 Y: 43 side : 0
X: 27 Y: 39 side : 1
X: 31 Y: 34 side : 1
X: 33 Y: 8 side : 0
X: 11 Y: 42 side : 1
X: 35 Y: 42 side : 0
X: 17 Y: 20 side : 0
X: 12 Y: 27 side : 0
X: 28 Y: 21 side : 1
X: 19 Y: 11 side : 1
X: 33 Y: 3 side : 0
X: 44 Y: 32 side : 0
X: 37 Y: 16 side : 0
X: 20 Y: 49 side : 0
X: 3 Y: 12 side : 0
X: 36 Y: 49 side : 0
X: 14 Y: 16 side : 0
X: 30 Y: 29 side : 0
X: 18 Y: 9 side : 1
X: 2 Y: 31 side : 0
X: 43 Y: 14 side : 0
X: 28 Y: 8 side : 0
X: 4 Y: 45 side : 0
X: 14 Y: 18 side : 1
X: 30 Y: 21 side : 1
X: 42 Y: 9 side : 1
X: 45 Y: 24 side : 1
X: 19 Y: 4 side : 0
X: 23 Y: 25 side : 0
X: 48 Y: 29 side : 1
X: 37 Y: 22 side : 1
X: 29 Y: 2 side : 0
X: 5 Y: 8 side : 1
X: 48 Y: 22 side : 1
X: 39 Y: 4 side : 0
X: 47 Y: 47 side : 0
X: 2 Y: 44 side : 0
X: 25 Y: 13 side : 0
X: 30 Y: 39 side : 1
X: 44 Y: 37 side : 0
X: 41 Y: 24 side : 1
X: 2 Y: 3 side : 1
X: 24 Y: 11 side : 0
X: 42 Y: 9 side : 0
X: 29 Y: 0 side : 1
X: 38 Y: 47 side : 0
X: 6 Y: 49 side : 0
X: 2 Y: 27 side : 1
X: 4 Y: 9 side : 0
X: 32 Y: 5 side : 0
X: 38 Y: 46 side : 0
X: 21 Y: 0 side : 0
X: 7 Y: 25 side : 1
X: 3 Y: 17 side : 0
X: 21 Y: 46 side : 0
X: 42 Y: 36 side : 0
X: 14 Y: 44 side : 1
X: 28 Y: 46 side : 0
X: 10 Y: 1 side : 1
X: 28 Y: 33 side : 0
X: 38 Y: 23 side : 0
X: 21 Y: 47 side : 1
X: 11 Y: 4 side : 0
X: 12 Y: 9 side : 1
X: 22 Y: 30 side : 1
X: 32 Y: 25 side : 0
X: 42 Y: 39 side : 0
X: 2 Y: 20 side : 1
X: 40 Y: 30 side : 0
X: 40 Y: 10 side : 1
X: 42 Y: 49 side : 0
X: 45 Y: 22 side : 1
X: 48 Y: 35 side : 1
X: 28 Y: 47 side : 0
X: 25 Y: 21 side : 1
X: 22 Y: 5 side : 0
X: 4 Y: 48 side : 1
X: 33 Y: 0 side : 1
X: 10 Y: 42 side : 1
X: 38 Y: 32 side : 0
X: 1 Y: 27 side : 1
X: 39 Y: 22 side : 1
X: 23 Y: 22 side : 0
X: 14 Y: 0 side : 1
X: 15 Y: 27 side : 0
X: 46 Y: 1 side : 1
X: 0 Y: 8 side : 1
X: 47 Y: 41 side : 1
X: 13 Y: 1 side : 0
X: 10 Y: 41 side : 0
X: 18 Y: 42 side : 1
X: 27 Y: 31 side : 1
X: 8 Y: 6 side : 1
X: 26 Y: 23 side : 1
X: 39 Y: 38 side : 0
X: 25 Y: 34 side : 0
X: 17 Y: 36 side : 0
X: 8 Y: 33 side : 1
X: 0 Y: 48 side : 0
X: 34 Y: 9 side : 1
X: 0 Y: 29 side : 1
X: 46 Y: 7 side : 0
X: 13 Y: 17 side : 1
X: 5 Y: 44 side : 0
X: 48 Y: 35 side : 0
X: 19 Y: 13 side : 0
X: 43 Y: 32 side : 0
X: 25 Y: 40 side : 1
X: 48 Y: 40 side : 0
X: 24 Y: 24 side : 1
X: 43 Y: 27 side : 0
X: 4 Y: 23 side : 1
X: 48 Y: 36 side : 1
X: 1 Y: 43 side : 1
X: 27 Y: 42 side : 0
X: 41 Y: 13 side : 1
X: 43 Y: 6 side : 1
X: 31 Y: 33 side : 0
X: 5 Y: 31 side : 0
X: 27 Y: 7 side : 1
X: 10 Y: 0 side : 0
X: 22 Y: 6 side : 1
X: 44 Y: 4 side : 1
X: 35 Y: 6 side : 1
X: 20 Y: 33 side : 1
X: 42 Y: 27 side : 0
X: 28 Y: 22 side : 0
X: 45 Y: 4 side : 1
X: 5 Y: 11 side : 0
X: 4 Y: 40 side : 1
X: 31 Y: 2 side : 1
X: 33 Y: 24 side : 1
X: 10 Y: 20 side : 1
X: 25 Y: 5 side : 1
X: 34 Y: 25 side : 1
X: 35 Y: 18 side : 0
X: 3 Y: 48 side : 0
X: 27 Y: 45 side : 0
X: 34 Y: 1 side : 1
X: 24 Y: 7 side : 1
X: 21 Y: 38 side : 1
X: 18 Y: 21 side : 0
X: 23 Y: 33 side : 0
X: 33 Y: 8 side : 0
X: 0 Y: 43 side : 1
X: 3 Y: 30 side : 1
X: 35 Y: 34 side : 1
X: 38 Y: 11 side : 1
X: 48 Y: 48 side : 0
X: 20 Y: 22 side : 1
X: 33 Y: 44 side : 1
X: 49 Y: 14 side : 0
X: 41 Y: 38 side : 1
X: 3 Y: 23 side : 1
X: 21 Y: 25 side : 0
X: 15 Y: 31 side : 1
X: 30 Y: 16 side : 1
X: 44 Y: 4 side : 0
X: 3 Y: 5 side : 0
X: 13 Y: 25 side : 1
X: 32 Y: 10 side : 1
X: 37 Y: 11 side : 1
X: 15 Y: 2 side : 1
X: 28 Y: 6 side : 0
X: 47 Y: 27 side : 0
X: 12 Y: 44 side : 1
X: 7 Y: 27 side : 1
X: 38 Y: 21 side : 0
X: 30 Y: 26 side : 1
X: 23 Y: 39 side : 0
X: 38 Y: 21 side : 0
X: 47 Y: 10 side : 0
X: 20 Y: 27 side : 0
X: 34 Y: 5 side : 0
X: 20 Y: 4 side : 0
X: 36 Y: 16 side : 0
X: 31 Y: 23 side : 1
X: 45 Y: 13 side : 0
X: 15 Y: 46 side : 0
X: 40 Y: 19 side : 1
X: 42 Y: 7 side : 0
X: 4 Y: 4 side : 0
X: 30 Y: 24 side : 1
X: 9 Y: 10 side : 0
X: 43 Y: 31 side : 1
X: 9 Y: 19 side : 1
X: 20 Y: 1 side : 1
X: 9 Y: 48 side : 0
X: 20 Y: 13 side : 0
X: 6 Y: 5 side : 1
X: 34 Y: 47 side : 0
X: 34 Y: 3 side : 0
X: 47 Y: 34 side : 1
X: 36 Y: 45 side : 1
X: 33 Y: 40 side : 0
X: 34 Y: 0 side : 0
X: 1 Y: 22 side : 1
X: 44 Y: 31 side : 1
X: 1 Y: 1 side : 0
X: 5 Y: 10 side : 1
X: 29 Y: 44 side : 0
X: 9 Y: 30 side : 1
X: 46 Y: 29 side : 1
X: 7 Y: 18 side : 0
X: 30 Y: 1 side : 1
X: 37 Y: 35 side : 1
X: 13 Y: 38 side : 1
X: 40 Y: 33 side : 0
X: 17 Y: 36 side : 0
X: 9 Y: 43 side : 0
X: 6 Y: 22 side : 0
X: 0 Y: 32 side : 0
X: 49 Y: 30 side : 0
X: 35 Y: 39 side : 0
X: 13 Y: 19 side : 1
X: 36 Y: 8 side : 0
X: 7 Y: 21 side : 0
X: 2 Y: 13 side : 1
X: 31 Y: 30 side : 1
X: 9 Y: 41 side : 1
X: 49 Y: 47 side : 1
X: 35 Y: 49 side : 1
X: 1 Y: 49 side : 1
X: 47 Y: 34 side : 0
X: 13 Y: 49 side : 0
X: 30 Y: 36 side : 0
X: 34 Y: 45 side : 0
X: 27 Y: 0 side : 1
X: 4 Y: 31 side : 0
X: 20 Y: 42 side : 1
X: 31 Y: 41 side : 1
X: 12 Y: 28 side : 0
X: 30 Y: 29 side : 1
X: 27 Y: 29 side : 1
X: 14 Y: 44 side : 1
X: 22 Y: 25 side : 1
X: 38 Y: 11 side : 0
X: 26 Y: 38 side : 0
X: 30 Y: 45 side : 1
X: 14 Y: 17 side : 1
X: 41 Y: 48 side : 0
X: 18 Y: 12 side : 0
X: 45 Y: 44 side : 0
X: 22 Y: 22 side : 1
X: 36 Y: 38 side : 1
X: 1 Y: 10 side : 0
X: 4 Y: 0 side : 0
X: 2 Y: 29 side : 0
X: 3 Y: 9 side : 1
X: 34 Y: 25 side : 0
X: 10 Y: 18 side : 0
X: 26 Y: 39 side : 1
X: 23 Y: 36 side : 1
X: 1 Y: 10 side : 1
X: 8 Y: 46 side : 1
X: 11 Y: 49 side : 1
X: 40 Y: 3 side : 0
X: 30 Y: 8 side : 1
X: 10 Y: 11 side : 0
X: 38 Y: 45 side : 1
X: 32 Y: 7 side : 1
X: 29 Y: 36 side : 0
X: 38 Y: 9 side : 0
X: 43 Y: 12 side : 1
X: 21 Y: 20 side : 1
X: 40 Y: 31 side : 1
X: 20 Y: 21 side : 0
X: 0 Y: 3 side : 0
X: 11 Y: 14 side : 1
X: 31 Y: 2 side : 1
X: 28 Y: 36 side : 0
X: 43 Y: 17 side : 0
X: 0 Y: 5 side : 1
X: 42 Y: 1 side : 1
X: 45 Y: 24 side : 1
X: 45 Y: 14 side : 1
X: 48 Y: 34 side : 0
X: 4 Y: 36 side : 0
X: 19 Y: 47 side : 0
X: 46 Y: 30 side : 0
X: 21 Y: 8 side : 0
X: 2 Y: 4 side : 0
X: 20 Y: 6 side : 1
X: 0 Y: 48 side : 0
X: 41 Y: 44 side : 0
X: 5 Y: 41 side : 1
X: 0 Y: 39 side : 1
X: 20 Y: 45 side : 0
X: 42 Y: 14 side : 1
X: 30 Y: 13 side : 0
X: 24 Y: 34 side : 0
X: 5 Y: 38 side : 0
X: 3 Y: 11 side : 0
X: 8 Y: 11 side : 1
X: 15 Y: 4 side : 1
X: 47 Y: 9 side : 0
X: 44 Y: 11 side : 1
X: 26 Y: 32 side : 0
X: 46 Y: 26 side : 1
X: 13 Y: 7 side : 0
X: 13 Y: 31 side : 0
X: 22 Y: 38 side : 1
X: 36 Y: 41 side : 0
X: 7 Y: 0 side : 1
X: 28 Y: 17 side : 1
X: 45 Y: 14 side : 1
X: 1 Y: 9 side : 0
X: 0 Y: 37 side : 0
X: 44 Y: 33 side : 1
X: 3 Y: 46 side : 0
X: 29 Y: 10 side : 1
X: 38 Y: 34 side : 0
X: 37 Y: 20 side : 1
X: 49 Y: 29 side : 1
X: 22 Y: 9 side : 0
X: 1 Y: 4 side : 1
X: 42 Y: 7 side : 0
X: 45 Y: 7 side : 1
X: 31 Y: 4 side : 0
X: 44 Y: 7 side : 0
X: 14 Y: 37 side : 0
X: 20 Y: 27 side : 0
X: 14 Y: 16 side : 1
X: 1 Y: 15 side : 0
X: 39 Y: 39 side : 0
X: 43 Y: 40 side : 0
X: 16 Y: 33 side : 0
X: 48 Y: 28 side : 1
X: 19 Y: 9 side : 1
X: 23 Y: 4 side : 1
X: 26 Y: 20 side : 0
X: 40 Y: 42 side : 1
X: 39 Y: 8 side : 1
X: 12 Y: 10 side : 0
X: 14 Y: 1 side : 1
X: 28 Y: 46 side : 1
X: 49 Y: 13 side : 0
X: 29 Y: 11 side : 0
X: 16 Y: 33 side : 0
X: 10 Y: 6 side : 0
X: 11 Y: 32 side : 0
X: 3 Y: 25 side : 1
X: 22 Y: 16 side : 1
X: 7 Y: 28 side : 1
X: 11 Y: 44 side : 0
X: 2 Y: 25 side : 1
X: 35 Y: 26 side : 0
X: 2 Y: 5 side : 1
X: 0 Y: 23 side : 0
X: 8 Y: 33 side : 1
X: 22 Y: 46 side : 1
X: 9 Y: 49 side : 0
X: 40 Y: 23 side : 0
X: 31 Y: 30 side : 0
X: 35 Y: 43 side : 1
X: 39 Y: 45 side : 0
X: 40 Y: 33 side : 0
X: 6 Y: 35 side : 1
X: 36 Y: 35 side : 0
X: 48 Y: 46 side : 0
X: 17 Y: 18 side : 0
X: 21 Y: 29 side : 0
X: 49 Y: 21 side : 1
X: 44 Y: 3 side : 0
X: 16 Y: 40 side : 1
X: 35 Y: 29 side : 1
X: 29 Y: 22 side : 0
X: 49 Y: 30 side : 1
X: 24 Y: 18 side : 0
X: 25 Y: 17 side : 0
X: 11 Y: 34 side : 1
X: 41 Y: 7 side : 0
X: 25 Y: 7 side : 0
X: 33 Y: 1 side : 1
X: 21 Y: 17 side : 1
X: 4 Y: 3 side : 0
X: 33 Y: 34 side : 0
X: 47 Y: 34 side : 1
X: 46 Y: 8 side : 1
X: 33 Y: 35 side : 0
X: 15 Y: 46 side : 1
X: 18 Y: 40 side : 0
X: 1 Y: 15 side : 1
X: 7 Y: 0 side : 0
X: 16 Y: 21 side : 0
X: 17 Y: 28 side : 1
X: 47 Y: 11 side : 1
X: 4 Y: 11 side : 1
X: 41 Y: 7 side : 0
X: 46 Y: 40 side : 1
X: 21 Y: 8 side : 0
X: 32 Y: 28 side : 0
X: 0 Y: 31 side : 1
X: 28 Y: 38 side : 0
X: 4 Y: 4 side : 1
X: 2 Y: 21 side : 1
X: 3 Y: 21 side : 1
X: 41 Y: 25 side : 0
X: 10 Y: 16 side : 1
X: 42 Y: 14 side : 0
X: 10 Y: 37 side : 0
X: 24 Y: 19 side : 0
X: 30 Y: 22 side : 0
X: 1 Y: 0 side : 0
X: 25 Y: 6 side : 1
X: 23 Y: 9 side : 0
X: 46 Y: 14 side : 1
X: 35 Y: 5 side : 0
X: 33 Y: 18 side : 0
X: 41 Y: 10 side : 1
X: 41 Y: 22 side : 0
X: 1 Y: 46 side : 0
X: 39 Y: 26 side : 0
X: 9 Y: 30 side : 0
X: 18 Y: 7 side : 0
X: 35 Y: 30 side : 1
X: 23 Y: 29 side : 0
X: 35 Y: 14 side : 1
X: 23 Y: 0 side : 1
X: 28 Y: 41 side : 0
X: 49 Y: 34 side : 0
X: 7 Y: 35 side : 1
X: 35 Y: 24 side : 1
X: 39 Y: 36 side : 1
X: 43 Y: 4 side : 1
X: 4 Y: 41 side : 1
X: 27 Y: 16 side : 0
X: 15 Y: 1 side : 1
X: 11 Y: 25 side : 1
X: 24 Y: 5 side : 0
X: 2 Y: 4 side : 0
X: 1 Y: 11 side : 1
X: 48 Y: 49 side : 1
X: 23 Y: 38 side : 1
X: 31 Y: 32 side : 1
X: 44 Y: 36 side : 0
X: 39 Y: 15 side : 1
X: 14 Y: 31 side : 0
X: 5 Y: 42 side : 1
X: 44 Y: 16 side : 0
X: 26 Y: 21 side : 0
X: 44 Y: 24 side : 0
X: 47 Y: 24 side : 1
X: 28 Y: 47 side : 1
X: 44 Y: 30 side : 1
X: 17 Y: 26 side : 1
X: 32 Y: 16 side : 1
X: 13 Y: 32 side : 0
X: 45 Y: 39 side : 0
X: 7 Y: 33 side : 0
X: 21 Y: 11 side : 1
X: 42 Y: 5 side : 1
X: 24 Y: 4 side : 1
X: 5 Y: 34 side : 1
X: 24 Y: 30 side : 1
X: 26 Y: 48 side : 0
X: 17 Y: 32 side : 0
X: 22 Y: 45 side : 0
X: 10 Y: 42 side : 1
X: 40 Y: 49 side : 0
X: 39 Y: 23 side : 1
X: 8 Y: 15 side : 0
X: 2 Y: 39 side : 0
X: 21 Y: 44 side : 0
X: 38 Y: 18 side : 1
X: 38 Y: 46 side : 1
X: 12 Y: 14 side : 1
X: 6 Y: 38 side : 0
X: 32 Y: 1 side : 0
X: 47 Y: 41 side : 0
X: 47 Y: 32 side : 1
X: 8 Y: 43 side : 0
X: 28 Y: 45 side : 1
X: 2 Y: 18 side : 1
X: 10 Y: 9 side : 1
X: 1 Y: 47 side : 0
X: 40 Y: 11 side : 0
X: 13 Y: 17 side : 0
X: 31 Y: 49 side : 1
X: 44 Y: 48 side : 1
X: 6 Y: 45 side : 1
X: 41 Y: 5 side : 0
X: 41 Y: 35 side : 1
X: 32 Y: 37 side : 0
X: 17 Y: 49 side : 1
X: 22 Y: 1 side : 0
X: 24 Y: 43 side : 1
X: 42 Y: 9 side : 0
X: 1 Y: 40 side : 1
X: 8 Y: 36 side : 1
X: 11 Y: 42 side : 0
X: 47 Y: 35 side : 1
X: 25 Y: 28 side : 0
X: 3 Y: 10 side : 1
X: 47 Y: 29 side : 0
X: 2 Y: 4 side : 1
X: 2 Y: 28 side : 1
X: 15 Y: 23 side : 0
X: 47 Y: 24 side : 0
X: 26 Y: 34 side : 1
X: 5 Y: 46 side : 1
X: 31 Y: 45 side : 1
X: 14 Y: 22 side : 1
X: 32 Y: 25 side : 0
X: 39 Y: 22 side : 1
X: 43 Y: 26 side : 1
X: 3 Y: 30 side : 0
X: 6 Y: 45 side : 1
X: 18 Y: 42 side : 1
X: 22 Y: 20 side : 1
X: 15 Y: 27 side : 1
X: 1 Y: 10 side : 0
X: 22 Y: 26 side : 1
X: 23 Y: 8 side : 0
X: 37 Y: 49 side : 1
X: 31 Y: 43 side : 1
X: 30 Y: 48 side : 0
X: 8 Y: 4 side : 1
X: 11 Y: 22 side : 0
X: 36 Y: 46 side : 0
X: 48 Y: 12 side : 0
X: 7 Y: 13 side : 0
X: 12 Y: 37 side : 1
X: 39 Y: 12 side : 1
X: 45 Y: 0 side : 1
X: 24 Y: 33 side : 0
X: 30 Y: 13 side : 0
X: 16 Y: 24 side : 0
X: 49 Y: 35 side : 0
X: 29 Y: 24 side : 0
X: 30 Y: 24 side : 0
X: 8 Y: 31 side : 1
X: 48 Y: 43 side : 0
X: 17 Y: 34 side : 1
X: 45 Y: 30 side : 1
X: 22 Y: 4 side : 0
X: 46 Y: 36 side : 1
X: 16 Y: 2 side : 1
X: 42 Y: 4 side : 1
X: 42 Y: 35 side : 1
X: 40 Y: 15 side : 1
X: 1 Y: 25 side : 0
X: 26 Y: 24 side : 0
X: 41 Y: 43 side : 0
X: 18 Y: 38 side : 0
X: 45 Y: 12 side : 1
X: 9 Y: 8 side : 1
X: 36 Y: 24 side : 0
X: 38 Y: 18 side : 0
X: 29 Y: 10 side : 1
X: 44 Y: 3 side : 1
X: 35 Y: 4 side : 0
X: 7 Y: 30 side : 0
X: 23 Y: 21 side : 0
X: 28 Y: 39 side : 0
X: 10 Y: 36 side : 1
X: 1 Y: 45 side : 1
X: 29 Y: 32 side : 0
X: 9 Y: 22 side : 0
X: 47 Y: 3 side : 1
X: 20 Y: 49 side : 0
X: 9 Y: 34 side : 0
X: 26 Y: 41 side : 0
X: 16 Y: 17 side : 0
X: 0 Y: 45 side : 1
X: 25 Y: 7 side : 0
X: 12 Y: 11 side : 1
X: 7 Y: 40 side : 1
X: 29 Y: 1 side : 1
X: 22 Y: 48 side : 0
X: 25 Y: 20 side : 1
X: 33 Y: 32 side : 1
X: 43 Y: 8 side : 1
X: 37 Y: 24 side : 0
X: 3 Y: 27 side : 1
X: 9 Y: 4 side : 0
X: 5 Y: 16 side : 1
X: 44 Y: 25 side : 1
X: 20 Y: 7 side : 0
X: 17 Y: 31 side : 0
X: 18 Y: 6 side : 1
X: 19 Y: 39 side : 1
X: 5 Y: 34 side : 1
X: 32 Y: 23 side : 1
X: 30 Y: 27 side : 0
X: 25 Y: 38 side : 0
X: 27 Y: 43 side : 0
X: 41 Y: 39 side : 0
X: 46 Y: 9 side : 1
X: 1 Y: 27 side : 0
X: 7 Y: 47 side : 0
X: 34 Y: 18 side : 1
X: 45 Y: 23 side : 1
X: 14 Y: 7 side : 0
X: 8 Y: 39 side : 1
X: 30 Y: 14 side : 1
X: 9 Y: 42 side : 0
X: 3 Y: 33 side : 0
X: 25 Y: 31 side : 1
X: 6 Y: 34 side : 0
X: 18 Y: 42 side : 1
X: 36 Y: 28 side : 0
X: 47 Y: 26 side : 1
X: 42 Y: 40 side : 1
X: 13 Y: 0 side : 0
X: 8 Y: 31 side : 1
X: 44 Y: 40 side : 1
X: 22 Y: 45 side : 0
X: 40 Y: 21 side : 1
X: 18 Y: 27 side : 0
X: 26 Y: 46 side : 0
X: 32 Y: 34 side : 0
X: 6 Y: 32 side : 0
X: 7 Y: 26 side : 1
X: 14 Y: 39 side : 1
X: 13 Y: 0 side : 0
X: 26 Y: 46 side : 0
X: 31 Y: 18 side : 0
X: 23 Y: 11 side : 1
X: 44 Y: 31 side : 0
X: 0 Y: 7 side : 0
X: 0 Y: 39 side : 1
X: 31 Y: 47 side : 1
X: 37 Y: 5 side : 1
X: 34 Y: 21 side : 1
X: 34 Y: 34 side : 1
X: 14 Y: 12 side : 1
X: 35 Y: 43 side : 1
X: 3 Y: 18 side : 0
X: 44 Y: 13 side : 1
X: 10 Y: 15 side : 1
X: 25 Y: 18 side : 0
X: 24 Y: 1 side : 0
X: 7 Y: 38 side : 1
X: 16 Y: 25 side : 0
X: 17 Y: 9 side : 1
X: 18 Y: 23 side : 1
X: 15 Y: 10 side : 1
X: 33 Y: 15 side : 1
X: 13 Y: 9 side : 0
X: 23 Y: 20 side : 0
X: 40 Y: 47 side : 0
X: 48 Y: 23 side : 1
X: 4 Y: 30 side : 1
X: 17 Y: 46 side : 0
X: 2 Y: 14 side : 1
X: 21 Y: 34 side : 1
X: 2 Y: 0 side : 1
X: 29 Y: 35 side : 1
X: 27 Y: 48 side : 0
X: 35 Y: 21 side : 0
X: 11 Y: 13 side : 1
X: 7 Y: 14 side : 0
X: 2 Y: 20 side : 0
X: 38 Y: 38 side : 1
X: 0 Y: 40 side : 1
X: 22 Y: 13 side : 1
X: 19 Y: 15 side : 1
X: 28 Y: 47 side : 0
X: 3 Y: 26 side : 1
X: 40 Y: 13 side : 0
X: 46 Y: 27 side : 0
X: 2 Y: 34 side : 0
X: 32 Y: 37 side : 0
X: 41 Y: 27 side : 0
X: 0 Y: 27 side : 0
X: 23 Y: 1 side : 1
X: 32 Y: 22 side : 1
X: 44 Y: 3 side : 0
X: 38 Y: 8 side : 0
X: 35 Y: 48 side : 1
X: 4 Y: 47 side : 0
X: 38 Y: 1 side : 1
X: 36 Y: 33 side : 0
X: 4 Y: 26 side : 1
X: 13 Y: 26 side : 0
X: 13 Y: 1 side : 0
X: 27 Y: 36 side : 0
X: 8 Y: 30 side : 1
X: 38 Y: 20 side : 0
X: 44 Y: 6 side : 0
X: 13 Y: 12 side : 1
X: 10 Y: 0 side : 0
X: 41 Y: 38 side : 0
X: 13 Y: 44 side : 0
X: 10 Y: 9 side : 1
X: 36 Y: 23 side : 0
X: 16 Y: 0 side : 0
X: 21 Y: 10 side : 0
X: 26 Y: 48 side : 1
X: 42 Y: 42 side : 1
X: 9 Y: 7 side : 1
X: 22 Y: 17 side : 1
X: 37 Y: 10 side : 1
X: 37 Y: 23 side : 1
X: 13 Y: 35 side : 1
X: 18 Y: 22 side : 0
X: 25 Y: 40 side : 0
X: 19 Y: 11 side : 0
X: 46 Y: 40 side : 0
X: 43 Y: 34 side : 0
X: 48 Y: 43 side : 1
X: 15 Y: 16 side : 1
X: 34 Y: 5 side : 1
X: 43 Y: 42 side : 1
X: 46 Y: 5 side : 0
X: 9 Y: 24 side : 0
X: 47 Y: 1 side : 1
X: 35 Y: 22 side : 0
X: 35 Y: 18 side : 0
X: 33 Y: 11 side : 1
X: 25 Y: 9 side : 0
X: 25 Y: 26 side : 0
X: 44 Y: 10 side : 1
X: 23 Y: 3 side : 1
X: 28 Y: 0 side : 1
X: 17 Y: 11 side : 1
X: 31 Y: 9 side : 0
X: 36 Y: 46 side : 0
X: 5 Y: 32 side : 1
X: 13 Y: 17 side : 0
X: 6 Y: 45 side : 0
X: 47 Y: 22 side : 0
X: 3 Y: 16 side : 1
X: 15 Y: 41 side : 0
X: 20 Y: 20 side : 0
X: 31 Y: 39 side : 0
X: 16 Y: 22 side : 1
X: 4 Y: 9 side : 1
X: 13 Y: 14 side : 1
X: 44 Y: 29 side : 1
X: 36 Y: 38 side : 0
X: 42 Y: 35 side : 0
X: 25 Y: 40 side : 0
X: 18 Y: 7 side : 1
X: 16 Y: 28 side : 1
X: 17 Y: 9 side : 0
X: 29 Y: 28 side : 1
X: 2 Y: 32 side : 0
X: 19 Y: 47 side : 0
X: 23 Y: 41 side : 1
X: 44 Y: 30 side : 1
X: 12 Y: 24 side : 0
X: 2 Y: 49 side : 1
X: 12 Y: 17 side : 0
X: 13 Y: 36 side : 0
X: 35 Y: 3 side : 0
X: 49 Y: 32 side : 0
X: 36 Y: 36 side : 0
X: 32 Y: 7 side : 0
X: 46 Y: 30 side : 1
